long,lat,order,hole,piece,id,group
356507.35479262,153890.01746107,2591,FALSE,1,E06000022,E06000022.1
355584.6601552,154542.84345899,2592,FALSE,1,E06000022,E06000022.1
355562.8591153,155270.96221185,2593,FALSE,1,E06000022,E06000022.1
354379.53582138,156000.96451165,2594,FALSE,1,E06000022,E06000022.1
353611.52559643,156136.05681961,2595,FALSE,1,E06000022,E06000022.1
353916.12647476,156590.96275412,2596,FALSE,1,E06000022,E06000022.1
353365.01250744,157115.96918391,2597,FALSE,1,E06000022,E06000022.1
351670.17513681,157894.58828504,2598,FALSE,1,E06000022,E06000022.1
352219.37502414,159253.4058767,2599,FALSE,1,E06000022,E06000022.1
350784.44331479,160095.11746553,2600,FALSE,1,E06000022,E06000022.1
351057.84395451,160728.72394601,2601,FALSE,1,E06000022,E06000022.1
351698.2595684,160817.61886828,2602,FALSE,1,E06000022,E06000022.1
352008.16229093,161387.53262205,2603,FALSE,1,E06000022,E06000022.1
351989.65586824,162201.74019201,2604,FALSE,1,E06000022,E06000022.1
351590.54226682,162827.24974871,2605,FALSE,1,E06000022,E06000022.1
351782.94196949,164762.8735405,2606,FALSE,1,E06000022,E06000022.1
352105.84863455,164792.47440252,2607,FALSE,1,E06000022,E06000022.1
352771.07190102,162558.9414527,2608,FALSE,1,E06000022,E06000022.1
353534.2839489,162625.24225661,2609,FALSE,1,E06000022,E06000022.1
353223.4836745,161855.63306161,2610,FALSE,1,E06000022,E06000022.1
352884.37351571,161826.23156625,2611,FALSE,1,E06000022,E06000022.1
352978.08408554,161162.8227834,2612,FALSE,1,E06000022,E06000022.1
353363.78877893,161046.22412481,2613,FALSE,1,E06000022,E06000022.1
353140.08896388003,160703.61813364,2614,FALSE,1,E06000022,E06000022.1
352947.08310227,160951.72052027,2615,FALSE,1,E06000022,E06000022.1
352973.0825023,160537.81370076,2616,FALSE,1,E06000022,E06000022.1
354047.41253882,160484.61725913,2617,FALSE,1,E06000022,E06000022.1
354742.31920131,160863.7231161,2618,FALSE,1,E06000022,E06000022.1
354856.21311739,163521.35674644,2619,FALSE,1,E06000022,E06000022.1
355243.41057011,164205.96388397,2620,FALSE,1,E06000022,E06000022.1
355577.81766762,164262.67211625,2621,FALSE,1,E06000022,E06000022.1
355643.8213332,163992.36676223,2622,FALSE,1,E06000022,E06000022.1
356244.52663782,164206.07961967,2623,FALSE,1,E06000022,E06000022.1
355917.61700837,164508.0788678,2624,FALSE,1,E06000022,E06000022.1
356437.23862026,164794.69507782,2625,FALSE,1,E06000022,E06000022.1
356129.02770287,165100.49316396,2626,FALSE,1,E06000022,E06000022.1
356469.54182548,165530.00755684,2627,FALSE,1,E06000022,E06000022.1
357024.16059112,164896.01431647,2628,FALSE,1,E06000022,E06000022.1
357473.08344508,164924.43103544,2629,FALSE,1,E06000022,E06000022.1
356767.36057548,165780.52921532,2630,FALSE,1,E06000022,E06000022.1
357306.38324657,165988.04034531,2631,FALSE,1,E06000022,E06000022.1
357337.18426316,165700.03853954,2632,FALSE,1,E06000022,E06000022.1
357808.30712803,165925.66340875,2633,FALSE,1,E06000022,E06000022.1
358129.8185358,165704.06323646,2634,FALSE,1,E06000022,E06000022.1
358117.42515113,166274.67986005,2635,FALSE,1,E06000022,E06000022.1
359237.96613791,166398.2952518,2636,FALSE,1,E06000022,E06000022.1
359041.06384441,166666.60068474,2637,FALSE,1,E06000022,E06000022.1
359609.0800565,167034.40140954,2638,FALSE,1,E06000022,E06000022.1
360390.76381333,166858.7706281,2639,FALSE,1,E06000022,E06000022.1
361231.67655733,168171.87539435,2640,FALSE,1,E06000022,E06000022.1
362304.1832901,167738.34813178,2641,FALSE,1,E06000022,E06000022.1
362924.4968624,168450.04635092,2642,FALSE,1,E06000022,E06000022.1
362979.29092673,168935.2548388,2643,FALSE,1,E06000022,E06000022.1
363295.3934845,169273.75237927,2644,FALSE,1,E06000022,E06000022.1
363153.88605171,169500.46303927,2645,FALSE,1,E06000022,E06000022.1
363719.47653198,169811.06666894,2646,FALSE,1,E06000022,E06000022.1
363512.25824161,170773.48152212,2647,FALSE,1,E06000022,E06000022.1
363677.45932784,170671.77416212,2648,FALSE,1,E06000022,E06000022.1
364408.70484423,170221.5843831,2649,FALSE,1,E06000022,E06000022.1
364607.87832916,170098.96333503,2650,FALSE,1,E06000022,E06000022.1
364776.88943764,169637.25484335,2651,FALSE,1,E06000022,E06000022.1
365735.37730835,170161.4516359,2652,FALSE,1,E06000022,E06000022.1
366137.59091781,169832.43424607,2653,FALSE,1,E06000022,E06000022.1
365821.31506789,168929.83371191,2654,FALSE,1,E06000022,E06000022.1
366648.11207017,169284.5279912,2655,FALSE,1,E06000022,E06000022.1
367436.43828865,168650.91015994,2656,FALSE,1,E06000022,E06000022.1
368042.74311738,168728.20767871,2657,FALSE,1,E06000022,E06000022.1
369088.74093468,168923.80403836,2658,FALSE,1,E06000022,E06000022.1
369394.24581262,169012.20996124,2659,FALSE,1,E06000022,E06000022.1
369223.83646783,169377.91237159,2660,FALSE,1,E06000022,E06000022.1
371507.34905875,169754.51746433,2661,FALSE,1,E06000022,E06000022.1
372073.74561365,170365.22911378,2662,FALSE,1,E06000022,E06000022.1
373871.18209483,170493.11409255,2663,FALSE,1,E06000022,E06000022.1
374571.10937689,170959.22599105,2664,FALSE,1,E06000022,E06000022.1
375234.22257736,170820.72525298,2665,FALSE,1,E06000022,E06000022.1
376235.7404877,171226.92907725,2666,FALSE,1,E06000022,E06000022.1
377503.75745338,170938.33150501,2667,FALSE,1,E06000022,E06000022.1
363677.45932784,170671.77416212,2668,FALSE,1,E06000023,E06000023.1
363512.25824161,170773.48152212,2669,FALSE,1,E06000023,E06000023.1
363719.47653198,169811.06666894,2670,FALSE,1,E06000023,E06000023.1
363153.88605171,169500.46303927,2671,FALSE,1,E06000023,E06000023.1
363295.3934845,169273.75237927,2672,FALSE,1,E06000023,E06000023.1
362979.29092673,168935.2548388,2673,FALSE,1,E06000023,E06000023.1
362924.4968624,168450.04635092,2674,FALSE,1,E06000023,E06000023.1
362304.1832901,167738.34813178,2675,FALSE,1,E06000023,E06000023.1
361231.67655733,168171.87539435,2676,FALSE,1,E06000023,E06000023.1
360390.76381333,166858.7706281,2677,FALSE,1,E06000023,E06000023.1
359609.0800565,167034.40140954,2678,FALSE,1,E06000023,E06000023.1
359041.06384441,166666.60068474,2679,FALSE,1,E06000023,E06000023.1
358485.5484949,166953.39584533,2680,FALSE,1,E06000023,E06000023.1
357025.88326306,167172.354706,2681,FALSE,1,E06000023,E06000023.1
356993.27683519,167443.96195611,2682,FALSE,1,E06000023,E06000023.1
356413.85056848,167168.33768717,2683,FALSE,1,E06000023,E06000023.1
356046.91442685,167347.43028888,2684,FALSE,1,E06000023,E06000023.1
355896.38866985,167741.84332091,2685,FALSE,1,E06000023,E06000023.1
356372.49106923,168741.47280142,2686,FALSE,1,E06000023,E06000023.1
356117.98850766,169226.8712203,2687,FALSE,1,E06000023,E06000023.1
355799.30202576,169547.05956478,2688,FALSE,1,E06000023,E06000023.1
356023.10824149,170022.36868238,2689,FALSE,1,E06000023,E06000023.1
356299.23257568,171321.26034936,2690,FALSE,1,E06000023,E06000023.1
355621.63521551,171568.25851311,2691,FALSE,1,E06000023,E06000023.1
356100.61628427,172217.87567011,2692,FALSE,1,E06000023,E06000023.1
356522.6331107,172151.07531111,2693,FALSE,1,E06000023,E06000023.1
356557.92742928,172562.78587496,2694,FALSE,1,E06000023,E06000023.1
356196.49325099,173384.90762645,2695,FALSE,1,E06000023,E06000023.1
356211.33813241,173545.93580838,2696,FALSE,1,E06000023,E06000023.1
356199.8616502,173609.46595684,2697,FALSE,1,E06000023,E06000023.1
356033.69720599003,174365.39604696,2698,FALSE,1,E06000023,E06000023.1
355041.38015294,174993.85630957,2699,FALSE,1,E06000023,E06000023.1
354872.4795781,175167.36063845,2700,FALSE,1,E06000023,E06000023.1
354345.57274266,176329.96227244,2701,FALSE,1,E06000023,E06000023.1
354018.07608444,176615.46510184,2702,FALSE,1,E06000023,E06000023.1
353700.30307729,176043.26997089,2703,FALSE,1,E06000023,E06000023.1
353134.6052869,175852.56970961,2704,FALSE,1,E06000023,E06000023.1
352540.90085577,175955.26280256,2705,FALSE,1,E06000023,E06000023.1
352500.05890525,176020.10287478,2706,FALSE,1,E06000023,E06000023.1
352141.41541621,176387.13479819,2707,FALSE,1,E06000023,E06000023.1
350363.12794078,178206.99208284,2708,FALSE,1,E06000023,E06000023.1
352190.68518294,176511.24928054,2709,FALSE,1,E06000023,E06000023.1
352542.80511483,175976.35660371,2710,FALSE,1,E06000023,E06000023.1
353693.40199469,176042.66999641,2711,FALSE,1,E06000023,E06000023.1
354023.37670072,176654.86281596,2712,FALSE,1,E06000023,E06000023.1
354373.86868054,176356.36402579,2713,FALSE,1,E06000023,E06000023.1
354997.13256448,175084.17334302,2714,FALSE,1,E06000023,E06000023.1
356030.35656179,174394.640358,2715,FALSE,1,E06000023,E06000023.1
356031.09066502,174391.61946764,2716,FALSE,1,E06000023,E06000023.1
356061.96168921,174372.83615303,2717,FALSE,1,E06000023,E06000023.1
356138.15256049,173951.06853598,2718,FALSE,1,E06000023,E06000023.1
356218.28770716,173621.31775173,2719,FALSE,1,E06000023,E06000023.1
356240.39167474,173385.10770808,2720,FALSE,1,E06000023,E06000023.1
356580.62691872,172563.38563878,2721,FALSE,1,E06000023,E06000023.1
356735.73085528,172148.77703237,2722,FALSE,1,E06000023,E06000023.1
356976.47398267,172021.8840739,2723,FALSE,1,E06000023,E06000023.1
357511.10827191,172053.15558355,2724,FALSE,1,E06000023,E06000023.1
359270.37013422,171910.09629514,2725,FALSE,1,E06000023,E06000023.1
359783.17977818,172271.91415253,2726,FALSE,1,E06000023,E06000023.1
359950.76521395,172057.23931817,2727,FALSE,1,E06000023,E06000023.1
359983.83416287,171831.01842224,2728,FALSE,1,E06000023,E06000023.1
360256.37941726,171724.321139,2729,FALSE,1,E06000023,E06000023.1
360482.58591347,171718.57393348,2730,FALSE,1,E06000023,E06000023.1
360650.60186047,171800.59721598,2731,FALSE,1,E06000023,E06000023.1
361133.41110777,171930.6252649,2732,FALSE,1,E06000023,E06000023.1
361177.66091942,172031.66287948,2733,FALSE,1,E06000023,E06000023.1
361352.82850678,172431.6286322,2734,FALSE,1,E06000023,E06000023.1
361603.44389319,172598.73225761,2735,FALSE,1,E06000023,E06000023.1
361297.54166327,172450.15670782,2736,FALSE,1,E06000023,E06000023.1
361136.7098477,171977.12267435,2737,FALSE,1,E06000023,E06000023.1
360666.03000388,171820.68679931,2738,FALSE,1,E06000023,E06000023.1
360407.086753,171734.61981256,2739,FALSE,1,E06000023,E06000023.1
360358.18981446,171748.27100519,2740,FALSE,1,E06000023,E06000023.1
360196.72997045,171793.34771997,2741,FALSE,1,E06000023,E06000023.1
360016.67490834,171843.6158825,2742,FALSE,1,E06000023,E06000023.1
359963.2711832,172063.50872617,2743,FALSE,1,E06000023,E06000023.1
359904.78861796,172304.31679685,2744,FALSE,1,E06000023,E06000023.1
359641.88114662,172235.71227984,2745,FALSE,1,E06000023,E06000023.1
359245.5685955,171984.10749478,2746,FALSE,1,E06000023,E06000023.1
358363.35652874,172087.69529341,2747,FALSE,1,E06000023,E06000023.1
357505.60680117,172086.16862953,2748,FALSE,1,E06000023,E06000023.1
356946.63495336,172085.17555645,2749,FALSE,1,E06000023,E06000023.1
356916.41609553,172134.08231434,2750,FALSE,1,E06000023,E06000023.1
356653.12827455,172560.18642462,2751,FALSE,1,E06000023,E06000023.1
356331.49495907,173385.30807908,2752,FALSE,1,E06000023,E06000023.1
356132.06240473,174459.34447541,2753,FALSE,1,E06000023,E06000023.1
355042.27437442,175171.15874877,2754,FALSE,1,E06000023,E06000023.1
355073.96176832,175966.86377318,2755,FALSE,1,E06000023,E06000023.1
354462.26898492,176438.76856637,2756,FALSE,1,E06000023,E06000023.1
354011.97179681,176754.96159305,2757,FALSE,1,E06000023,E06000023.1
353442.29755803,176092.57245401,2758,FALSE,1,E06000023,E06000023.1
352893.20280958,176029.56482565,2759,FALSE,1,E06000023,E06000023.1
350239.11680228,178832.6950001,2760,FALSE,1,E06000023,E06000023.1
350562.01619585,178796.69384929,2761,FALSE,1,E06000023,E06000023.1
350251.00906071,179056.90139722,2762,FALSE,1,E06000023,E06000023.1
351504.67473413,180057.38127864,2763,FALSE,1,E06000023,E06000023.1
353369.76942962,183052.61660767,2764,FALSE,1,E06000023,E06000023.1
354064.37003337,182219.32153723,2765,FALSE,1,E06000023,E06000023.1
353994.6822706,181612.21826579,2766,FALSE,1,E06000023,E06000023.1
354900.37069935,180399.72793798,2767,FALSE,1,E06000023,E06000023.1
354679.48117588,179625.33152686,2768,FALSE,1,E06000023,E06000023.1
355186.20250795,179447.5428208,2769,FALSE,1,E06000023,E06000023.1
356317.6351676,179608.44811684,2770,FALSE,1,E06000023,E06000023.1
358290.9733251,179600.85714093,2771,FALSE,1,E06000023,E06000023.1
359782.97404219,179992.09106612,2772,FALSE,1,E06000023,E06000023.1
359710.08459929,179683.27723747,2773,FALSE,1,E06000023,E06000023.1
359065.88908391,179138.45684893001,2774,FALSE,1,E06000023,E06000023.1
359305.50005583,178443.25013972,2775,FALSE,1,E06000023,E06000023.1
359271.5985229,178197.24909108,2776,FALSE,1,E06000023,E06000023.1
360438.81469136,178011.95158435,2777,FALSE,1,E06000023,E06000023.1
360713.42005233,177909.2512801,2778,FALSE,1,E06000023,E06000023.1
360888.22321213,177548.44504052,2779,FALSE,1,E06000023,E06000023.1
361591.93146563,177635.65563468,2780,FALSE,1,E06000023,E06000023.1
361541.23842108,177228.7488032,2781,FALSE,1,E06000023,E06000023.1
361800.94608044,177176.35465633,2782,FALSE,1,E06000023,E06000023.1
363003.75451542,177669.25724355,2783,FALSE,1,E06000023,E06000023.1
363476.46331829,177210.84604426,2784,FALSE,1,E06000023,E06000023.1
364283.27560749,177340.03395254,2785,FALSE,1,E06000023,E06000023.1
364618.07692573,176906.02956931,2786,FALSE,1,E06000023,E06000023.1
364217.66118013,176371.53145544,2787,FALSE,1,E06000023,E06000023.1
364324.95710646,175992.92670596,2788,FALSE,1,E06000023,E06000023.1
364316.9587958,175960.52580921,2789,FALSE,1,E06000023,E06000023.1
364599.64626117,174999.81382473,2790,FALSE,1,E06000023,E06000023.1
364470.75934817,174370.50825545,2791,FALSE,1,E06000023,E06000023.1
364517.26348135,173911.70204066,2792,FALSE,1,E06000023,E06000023.1
364049.59177783,173165.29931514,2793,FALSE,1,E06000023,E06000023.1
364072.79395794,173091.79969173,2794,FALSE,1,E06000023,E06000023.1
363803.10571451,172442.591479,2795,FALSE,1,E06000023,E06000023.1
362874.89806642,172175.40139224,2796,FALSE,1,E06000023,E06000023.1
362703.28441689,171893.39381427,2797,FALSE,1,E06000023,E06000023.1
363487.4865723,171784.38851245,2798,FALSE,1,E06000023,E06000023.1
363677.45932784,170671.77416212,2799,FALSE,1,E06000023,E06000023.1
349506.43925621,178445.80774827,2800,FALSE,1,E06000024,E06000024.1
349601.93945623,178109.10047682,2801,FALSE,1,E06000024,E06000024.1
350363.12794078,178206.99208284,2802,FALSE,1,E06000024,E06000024.1
352141.41541621,176387.13479819,2803,FALSE,1,E06000024,E06000024.1
352500.05890525,176020.10287478,2804,FALSE,1,E06000024,E06000024.1
352540.90085577,175955.26280256,2805,FALSE,1,E06000024,E06000024.1
353134.6052869,175852.56970961,2806,FALSE,1,E06000024,E06000024.1
353700.30307729,176043.26997089,2807,FALSE,1,E06000024,E06000024.1
354018.07608444,176615.46510184,2808,FALSE,1,E06000024,E06000024.1
354345.57274266,176329.96227244,2809,FALSE,1,E06000024,E06000024.1
354872.4795781,175167.36063845,2810,FALSE,1,E06000024,E06000024.1
355041.38015294,174993.85630957,2811,FALSE,1,E06000024,E06000024.1
356033.69720599003,174365.39604696,2812,FALSE,1,E06000024,E06000024.1
356199.8616502,173609.46595684,2813,FALSE,1,E06000024,E06000024.1
356211.33813241,173545.93580838,2814,FALSE,1,E06000024,E06000024.1
356196.49325099,173384.90762645,2815,FALSE,1,E06000024,E06000024.1
356557.92742928,172562.78587496,2816,FALSE,1,E06000024,E06000024.1
356522.6331107,172151.07531111,2817,FALSE,1,E06000024,E06000024.1
356100.61628427,172217.87567011,2818,FALSE,1,E06000024,E06000024.1
355621.63521551,171568.25851311,2819,FALSE,1,E06000024,E06000024.1
356299.23257568,171321.26034936,2820,FALSE,1,E06000024,E06000024.1
356023.10824149,170022.36868238,2821,FALSE,1,E06000024,E06000024.1
355799.30202576,169547.05956478,2822,FALSE,1,E06000024,E06000024.1
356117.98850766,169226.8712203,2823,FALSE,1,E06000024,E06000024.1
356372.49106923,168741.47280142,2824,FALSE,1,E06000024,E06000024.1
355896.38866985,167741.84332091,2825,FALSE,1,E06000024,E06000024.1
356046.91442685,167347.43028888,2826,FALSE,1,E06000024,E06000024.1
356413.85056848,167168.33768717,2827,FALSE,1,E06000024,E06000024.1
356993.27683519,167443.96195611,2828,FALSE,1,E06000024,E06000024.1
357025.88326306,167172.354706,2829,FALSE,1,E06000024,E06000024.1
358485.5484949,166953.39584533,2830,FALSE,1,E06000024,E06000024.1
359041.06384441,166666.60068474,2831,FALSE,1,E06000024,E06000024.1
359237.96613791,166398.2952518,2832,FALSE,1,E06000024,E06000024.1
358117.42515113,166274.67986005,2833,FALSE,1,E06000024,E06000024.1
358129.8185358,165704.06323646,2834,FALSE,1,E06000024,E06000024.1
357808.30712803,165925.66340875,2835,FALSE,1,E06000024,E06000024.1
357337.18426316,165700.03853954,2836,FALSE,1,E06000024,E06000024.1
357306.38324657,165988.04034531,2837,FALSE,1,E06000024,E06000024.1
356767.36057548,165780.52921532,2838,FALSE,1,E06000024,E06000024.1
357473.08344508,164924.43103544,2839,FALSE,1,E06000024,E06000024.1
357024.16059112,164896.01431647,2840,FALSE,1,E06000024,E06000024.1
356469.54182548,165530.00755684,2841,FALSE,1,E06000024,E06000024.1
356129.02770287,165100.49316396,2842,FALSE,1,E06000024,E06000024.1
356437.23862026,164794.69507782,2843,FALSE,1,E06000024,E06000024.1
355917.61700837,164508.0788678,2844,FALSE,1,E06000024,E06000024.1
356244.52663782,164206.07961967,2845,FALSE,1,E06000024,E06000024.1
355643.8213332,163992.36676223,2846,FALSE,1,E06000024,E06000024.1
355577.81766762,164262.67211625,2847,FALSE,1,E06000024,E06000024.1
355243.41057011,164205.96388397,2848,FALSE,1,E06000024,E06000024.1
354856.21311739,163521.35674644,2849,FALSE,1,E06000024,E06000024.1
354742.31920131,160863.7231161,2850,FALSE,1,E06000024,E06000024.1
354047.41253882,160484.61725913,2851,FALSE,1,E06000024,E06000024.1
352973.0825023,160537.81370076,2852,FALSE,1,E06000024,E06000024.1
352947.08310227,160951.72052027,2853,FALSE,1,E06000024,E06000024.1
353140.08896388003,160703.61813364,2854,FALSE,1,E06000024,E06000024.1
353363.78877893,161046.22412481,2855,FALSE,1,E06000024,E06000024.1
352978.08408554,161162.8227834,2856,FALSE,1,E06000024,E06000024.1
352884.37351571,161826.23156625,2857,FALSE,1,E06000024,E06000024.1
353223.4836745,161855.63306161,2858,FALSE,1,E06000024,E06000024.1
353534.2839489,162625.24225661,2859,FALSE,1,E06000024,E06000024.1
352771.07190102,162558.9414527,2860,FALSE,1,E06000024,E06000024.1
352105.84863455,164792.47440252,2861,FALSE,1,E06000024,E06000024.1
351782.94196949,164762.8735405,2862,FALSE,1,E06000024,E06000024.1
351590.54226682,162827.24974871,2863,FALSE,1,E06000024,E06000024.1
351989.65586824,162201.74019201,2864,FALSE,1,E06000024,E06000024.1
352008.16229093,161387.53262205,2865,FALSE,1,E06000024,E06000024.1
351698.2595684,160817.61886828,2866,FALSE,1,E06000024,E06000024.1
351057.84395451,160728.72394601,2867,FALSE,1,E06000024,E06000024.1
350784.44331479,160095.11746553,2868,FALSE,1,E06000024,E06000024.1
352219.37502414,159253.4058767,2869,FALSE,1,E06000024,E06000024.1
351670.17513681,157894.58828504,2870,FALSE,1,E06000024,E06000024.1
351530.46887221,157678.58753149,2871,FALSE,1,E06000024,E06000024.1
350138.23495259,157765.48508558,2872,FALSE,1,E06000024,E06000024.1
349858.42990651,158293.99097663,2873,FALSE,1,E06000024,E06000024.1
349356.61872776,157820.49104489,2874,FALSE,1,E06000024,E06000024.1
347556.07967835,158122.09056011,2875,FALSE,1,E06000024,E06000024.1
347501.27909944,158653.59536028,2876,FALSE,1,E06000024,E06000024.1
346813.46234873,158441.49433864,2877,FALSE,1,E06000024,E06000024.1
343903.30045265,158869.81348659,2878,FALSE,1,E06000024,E06000024.1
343053.28821886,158903.41807398,2879,FALSE,1,E06000024,E06000024.1
343096.19241606997,158089.69688823,2880,FALSE,1,E06000024,E06000024.1
343796.20383069,157617.89335158,2881,FALSE,1,E06000024,E06000024.1
343817.90681213,157254.18250751,2882,FALSE,1,E06000024,E06000024.1
343494.19921628,157157.08952151,2883,FALSE,1,E06000024,E06000024.1
343610.50355669,156123.17188513,2884,FALSE,1,E06000024,E06000024.1
340615.55092301,155940.37573346,2885,FALSE,1,E06000024,E06000024.1
339588.34580591,156256.07943809,2886,FALSE,1,E06000024,E06000024.1
338944.13542011,156025.37048939,2887,FALSE,1,E06000024,E06000024.1
338411.04274876,156766.07167365,2888,FALSE,1,E06000024,E06000024.1
337539.91045669,154991.46971981,2889,FALSE,1,E06000024,E06000024.1
336423.81157808,155342.67264383,2890,FALSE,1,E06000024,E06000024.1
334815.32648129,156404.66873413,2891,FALSE,1,E06000024,E06000024.1
333298.51994318,156616.06731738,2892,FALSE,1,E06000024,E06000024.1
332980.21756733,156591.66422976,2893,FALSE,1,E06000024,E06000024.1
332864.41170436,155857.86515422,2894,FALSE,1,E06000024,E06000024.1
332094.20186404,155698.07081388,2895,FALSE,1,E06000024,E06000024.1
330855.70480086,156237.47392596,2896,FALSE,1,E06000024,E06000024.1
330783.70795254,156812.78509316,2897,FALSE,1,E06000024,E06000024.1
331371.11913573,156968.77149485,2898,FALSE,1,E06000024,E06000024.1
331151.01596603,157044.87406174,2899,FALSE,1,E06000024,E06000024.1
331486.92911566,157433.38140655,2900,FALSE,1,E06000024,E06000024.1
331444.34170922,158495.09258992,2901,FALSE,1,E06000024,E06000024.1
331341.72902014,157799.28387188,2902,FALSE,1,E06000024,E06000024.1
330937.23661081,158400.49790929,2903,FALSE,1,E06000024,E06000024.1
331403.6611637,159955.2172158,2904,FALSE,1,E06000024,E06000024.1
331611.67886829,161748.03734604,2905,FALSE,1,E06000024,E06000024.1
331149.37038204,161799.55027687,2906,FALSE,1,E06000024,E06000024.1
330866.37234122,162461.87019712,2907,FALSE,1,E06000024,E06000024.1
332680.29754959,163139.4651939,2908,FALSE,1,E06000024,E06000024.1
333039.80080978,163860.48699518,2909,FALSE,1,E06000024,E06000024.1
333113.60407442,165250.91856847,2910,FALSE,1,E06000024,E06000024.1
332400.29227444,165907.74244495,2911,FALSE,1,E06000024,E06000024.1
331849.2839356,165942.64807656,2912,FALSE,1,E06000024,E06000024.1
333522.50748581,166329.34574632,2913,FALSE,1,E06000024,E06000024.1
334685.81415136,166990.35326414,2914,FALSE,1,E06000024,E06000024.1
334927.5202631,166798.35409387,2915,FALSE,1,E06000024,E06000024.1
334735.02077891,166196.9365696,2916,FALSE,1,E06000024,E06000024.1
334977.02396992,166423.14508643,2917,FALSE,1,E06000024,E06000024.1
335334.82116844,166046.73569997,2918,FALSE,1,E06000024,E06000024.1
335006.31902101,166633.14825937,2919,FALSE,1,E06000024,E06000024.1
336280.43083341,166714.14319862,2920,FALSE,1,E06000024,E06000024.1
337573.25681774,166068.78560873,2921,FALSE,1,E06000024,E06000024.1
337694.96891873,165859.23616298,2922,FALSE,1,E06000024,E06000024.1
338138.16424375,165834.65102201,2923,FALSE,1,E06000024,E06000024.1
337662.24896344,165967.94528762,2924,FALSE,1,E06000024,E06000024.1
337616.98183246,166081.38263344,2925,FALSE,1,E06000024,E06000024.1
337528.64971156,166302.7390721,2926,FALSE,1,E06000024,E06000024.1
337767.34897673,166339.44293211,2927,FALSE,1,E06000024,E06000024.1
336579.13618628,166698.74760046,2928,FALSE,1,E06000024,E06000024.1
338275.35248693,168625.67400356,2929,FALSE,1,E06000024,E06000024.1
338715.25484335,169987.7925831,2930,FALSE,1,E06000024,E06000024.1
339225.76161251,170228.29905776,2931,FALSE,1,E06000024,E06000024.1
339208.95692783,170527.69726182,2932,FALSE,1,E06000024,E06000024.1
338976.65756258,170682.105676,2933,FALSE,1,E06000024,E06000024.1
340071.2648929,171569.41331174,2934,FALSE,1,E06000024,E06000024.1
341327.37631229,173437.44348773,2935,FALSE,1,E06000024,E06000024.1
343335.60226304,175243.84736553,2936,FALSE,1,E06000024,E06000024.1
344587.41609131,176573.6582027,2937,FALSE,1,E06000024,E06000024.1
345719.74006667,176817.05018457,2938,FALSE,1,E06000024,E06000024.1
346353.25071921,177231.15230881,2939,FALSE,1,E06000024,E06000024.1
346395.54603336,177586.85701751,2940,FALSE,1,E06000024,E06000024.1
347623.47300269,177476.73774893,2941,FALSE,1,E06000024,E06000024.1
347636.26965483,177474.23820245,2942,FALSE,1,E06000024,E06000024.1
347549.77087717,177344.74511241,2943,FALSE,1,E06000024,E06000024.1
347544.07349178,177343.43558513,2944,FALSE,1,E06000024,E06000024.1
347539.3738219,177334.63804599,2945,FALSE,1,E06000024,E06000024.1
347510.87056263,177299.1382263,2946,FALSE,1,E06000024,E06000024.1
347506.56659399,177298.33848157,2947,FALSE,1,E06000024,E06000024.1
347503.26860464,177292.44014912,2948,FALSE,1,E06000024,E06000024.1
347476.06792975,177258.03976962,2949,FALSE,1,E06000024,E06000024.1
347942.07722204,177379.83920904,2950,FALSE,1,E06000024,E06000024.1
349331.46387804,177357.50541416,2951,FALSE,1,E06000024,E06000024.1
349037.6670329,177515.20374237,2952,FALSE,1,E06000024,E06000024.1
349595.44643255,177941.10849651,2953,FALSE,1,E06000024,E06000024.1
349506.43925621,178445.80774827,2954,FALSE,1,E06000024,E06000024.1
323057.40943768,160841.2674796,2955,FALSE,2,E06000024,E06000024.2
323180.61584734,160548.26566684,2956,FALSE,2,E06000024,E06000024.2
322424.6014809,160649.18293257,2957,FALSE,2,E06000024,E06000024.2
323057.40943768,160841.2674796,2958,FALSE,2,E06000024,E06000024.2
366542.14254602,194514.16912755,2959,FALSE,1,E06000025,E06000025.1
366144.7326105,194118.06290307,2960,FALSE,1,E06000025,E06000025.1
366498.04054911,194141.95586271,2961,FALSE,1,E06000025,E06000025.1
367554.06113175,194402.46503711,2962,FALSE,1,E06000025,E06000025.1
368242.17026322,194968.37595376,2963,FALSE,1,E06000025,E06000025.1
369262.88836732,194598.55906523,2964,FALSE,1,E06000025,E06000025.1
369449.88695004,194948.66723768,2965,FALSE,1,E06000025,E06000025.1
370286.50815926,194284.14721659,2966,FALSE,1,E06000025,E06000025.1
371917.33952363,193678.22913063,2967,FALSE,1,E06000025,E06000025.1
372500.048201,194187.94375191,2968,FALSE,1,E06000025,E06000025.1
372778.25422855,193776.03090176,2969,FALSE,1,E06000025,E06000025.1
372613.45864014,193491.52529498,2970,FALSE,1,E06000025,E06000025.1
373385.56433085,193530.62263768,2971,FALSE,1,E06000025,E06000025.1
373232.16384387,193223.51285587,2972,FALSE,1,E06000025,E06000025.1
372380.15437882,193002.21322634,2973,FALSE,1,E06000025,E06000025.1
373176.06856406,192152.28081303,2974,FALSE,1,E06000025,E06000025.1
372738.67199708,189636.41448026,2975,FALSE,1,E06000025,E06000025.1
372643.07936813,189102.90309084,2976,FALSE,1,E06000025,E06000025.1
373035.88232968,188771.19783056,2977,FALSE,1,E06000025,E06000025.1
374428.20993109,188817.29165389,2978,FALSE,1,E06000025,E06000025.1
